User Type,Username,Date,Text
[V],Kefissos,2006-11-29T07:03Z,"Please and seed for others when the torrent is finish, thx."
,Rickslick,2006-12-15T21:01Z,Thanx =)
,RaZorLeaf,2007-08-19T01:22Z,Ill seed it till I drop
,Joink!,2007-10-17T18:22Z,"Seed this please :) only have Eternity, and im in fucking love now... 
Thanks a bunch if you seed "
,Joink!,2007-10-17T18:35Z,Thanks alot guys :) 
,pathavanagila,2007-12-27T22:01Z,Seed this please!
,pathavanagila,2007-12-28T00:03Z,thx:*:*:*:*:*
,NokturnalKelt,2008-01-31T13:28Z,"I'm new to Torrents but I want to seed for others...Anyone tell me what I do?
Thanks for putting this up as I love Anathema but have all the albums on Vinyl"
,Apocalexodo,2008-03-31T07:34Z,Muchas gracias amigo. Exelente aporte.
[V],Kefissos,2008-04-13T22:02Z,http://thepiratebay.org/user/Kefissos
,fikarc,2008-09-14T12:59Z,"huge incredible thanks man !!... my disk is crapped out, so you saved my life with the best album of theirs in this wohe fucking world.. Destiny, Infinity, Eternity >:)"
,leptonn,2008-12-07T10:07Z,"Please, seed!!!"
,poosymuncher,2009-01-20T23:20Z,Thanks for the awsome upload... !! Just discovered this band by searching for Katatonia and Bloodbath.
,Petehollow,2009-10-30T23:23Z,"Thanks for the upload,""Eternity"" was missing in my collection.
Just unbearable in their first two albums, Anathema started to grow and reached their peak with the masterpiece ""Judgment""
Ciao from the italian Alps"
,freeBom,2009-11-10T01:22Z,Anathema forever!
,rast4man,2009-11-15T07:47Z,Thanks a ton. Love this band and lost all their stuff I had. Will seed till I drop.
,Dummy_Decoy,2010-01-21T14:41Z,Senks! ?? ??????: ??????? ???????! ?????????? ? ????? ??????????? ??????.
,Guija,2011-09-07T16:31Z,Thanks a lot for the excellent upload! Seeding for a month or so already!
,alejandro70,2011-09-14T00:39Z,GRACIAS !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
,Boogalo36,2012-06-19T16:18Z,Nice music! Thanks. :*
