Filename,Size,Unit
/Bleach/01 Blew.mp3,3.99,M
/Bleach/02 Floyd the Barber.mp3,3.16,M
/Bleach/03 About a Girl.mp3,3.85,M
/Bleach/04 School.mp3,3.71,M
/Bleach/05 Love Buzz.mp3,4.92,M
/Bleach/06 Paper Cuts.mp3,5.62,M
/Bleach/07 Negative Creep.mp3,4.02,M
/Bleach/08 Scoff.mp3,5.72,M
/Bleach/09 Swap Meet.mp3,4.19,M
/Bleach/10 Mr. Moustache.mp3,4.66,M
/Bleach/11 Sifting.mp3,7.37,M
/Bleach/12 Big Cheese.mp3,5.08,M
/Bleach/13 Downer.mp3,2.35,M
/In Utero/01 Serve the Servants.mp3,4.94,M
/In Utero/02 Scentless Apprentice.mp3,5.21,M
/In Utero/03 Heart Shaped Box.mp3,6.44,M
/In Utero/04 Rape Me.mp3,3.88,M
/In Utero/05 Frances Farmer Will Have Her Revenge on Seattle.mp3,5.71,M
/In Utero/06 Dumb.mp3,3.48,M
/In Utero/07 Very Ape.mp3,2.65,M
/In Utero/08 Milk It.mp3,5.37,M
/In Utero/09 Pennyroyal Tea.mp3,4.97,M
/In Utero/10 Radio Friendly Unit Shifter.mp3,6.66,M
/In Utero/11 Tourette's.mp3,2.18,M
/In Utero/12 All Apologies.mp3,5.26,M
/Incesticide/01 Dive.mp3,5.37,M
/Incesticide/02 Sliver.mp3,3.12,M
/Incesticide/03 Stain.mp3,3.68,M
/Incesticide/04 Been a Son [Mark Goodier Session].mp3,2.65,M
/Incesticide/05 Turnaround [John Peel Session].mp3,3.19,M
/Incesticide/06 Molly's Lips [John Peel Session].mp3,2.61,M
/Incesticide/07 Son of a Gun [John Peel Session].mp3,3.84,M
/Incesticide/08 (New Wave) Polly [Mark Goodier Session].mp3,2.47,M
/Incesticide/09 Beeswax.mp3,3.89,M
/Incesticide/10 Downer.mp3,2.38,M
/Incesticide/11 Mexican Seafood.mp3,2.64,M
/Incesticide/12 Hairspray Queen.mp3,5.8,M
/Incesticide/13 Aero Zeppelin.mp3,6.43,M
/Incesticide/14 Big Long Now.mp3,6.94,M
/Incesticide/15 Aneurysm [Mark Goodier Session].mp3,6.3,M
/MTV Unplugged in New York/01 About a Girl.mp3,4.97,M
/MTV Unplugged in New York/02 Come as You Are.mp3,5.81,M
/MTV Unplugged in New York/03 Jesus Doesn't Want Me for a Sunbeam.mp3,6.34,M
/MTV Unplugged in New York/04 The Man Who Sold the World.mp3,5.97,M
/MTV Unplugged in New York/05 Pennyroyal Tea.mp3,5.04,M
/MTV Unplugged in New York/06 Dumb.mp3,3.96,M
/MTV Unplugged in New York/07 Polly.mp3,4.49,M
/MTV Unplugged in New York/08 On a Plain.mp3,5.14,M
/MTV Unplugged in New York/09 Something in the Way.mp3,5.52,M
/MTV Unplugged in New York/10 Plateau.mp3,4.99,M
"/MTV Unplugged in New York/11 Oh, Me.mp3",4.72,M
/MTV Unplugged in New York/12 Lake of Fire.mp3,4.02,M
/MTV Unplugged in New York/13 All Apologies.mp3,6.02,M
/MTV Unplugged in New York/14 Where Did You Sleep Last Night-.mp3,7,M
/Nevermind/01 Smells Like Teen Spirit.mp3,6.89,M
/Nevermind/02 In Bloom.mp3,5.83,M
/Nevermind/03 Come as You Are.mp3,5.01,M
/Nevermind/04 Breed.mp3,4.21,M
/Nevermind/05 Lithium.mp3,5.88,M
/Nevermind/06 Polly.mp3,4.05,M
/Nevermind/07 Territorial Pissings.mp3,3.26,M
/Nevermind/08 Drain You.mp3,5.13,M
/Nevermind/09 Lounge Act.mp3,3.59,M
/Nevermind/10 Stay Away.mp3,4.86,M
/Nevermind/11 On a Plain.mp3,4.49,M
/Nevermind/12 Something in the Way.mp3,5.29,M
