User Type,Username,Date,Text
,joswahn,2007-03-02T14:01Z,"Hej. Dum fråga, men första delen innehåller den alla 3 avsnitten i en följd? För övrigt tack för dessa filmer."
,jazzzbear,2007-03-02T14:10Z,"Det finns inga dumma frågor! Svaret är att jag tagit bort alla menyer på disc 1, avsnitten kommer alltså i en följd."
,CinEmaS,2007-03-02T16:16Z,"Tackar för denna! Finns det några planer på
att lägga opp Hedebyborna också?"
,gretaa22,2007-03-02T18:10Z,härligt !!! 
,garde12,2007-03-02T18:13Z,Finemang! Tackar.
,rugby58,2007-03-02T18:17Z,"underbart, hoppas på fler fina serier"
,Trollberg,2007-03-02T19:56Z,"Tack för ett fint jobb. Det är säkert många tacksamma, men det skulle fylla hela sajten om de tackade här. Därför tackar jag oxå för alla anonyma nedladdare."
,ulvmannen,2007-03-03T00:00Z,"jag tackar för dessa goa filmer..
men är det någon som har eller vet vart man kan få tag på omslagen till filmerna ?"
,krogaren,2007-03-03T11:15Z,"Tack för denna.... Cover hittas på :
http://covers.box.sk/index.php"
,krogaren,2007-03-03T11:17Z,"Tack för denna... Cover hittar ni på :
http://covers.box.sk/index.php"
,gutte1,2007-03-03T23:42Z,Härligt jazzzbear!!!
,Pluto61,2007-03-06T21:22Z,Tack för denna film. Mina föräldrar har berättat om beredskapstiden och krigsvintrarna.
,joker_in_hell,2007-03-12T08:51Z,"Hejsan, ursäkta en dum fråga, men var är disc 2?"
,Prvritvs,2007-03-13T01:49Z,Stort tack för dessa filmer!
,Sakiko,2007-03-15T19:28Z,"Hjärtligt Stort Tack! :) :)

PS. Jag kan inte heller se disk 2 längre men eftersom jag visste att den fanns, så sökte jag på Google och så fann jag den till slut. :)

http://thepiratebay.org/tor/3622584/N__gonstans_i_Sverige__disc_2
"
,joker_in_hell,2007-03-18T12:09Z,Tack så jättemycket för dessa kanonfilmer.
,bytbaron,2007-03-23T22:34Z,"STORT TACK,JAZZBEAR!!!! Jag tjötar fortfarande om min svenska favorit TV-teater ""De unga örnarna"" som jag haft på VHS men blivet bestulen på.Har du ,eller någon den?
mvh, Bytbaron"
,unapatadaenelculo,2008-09-13T23:56Z,"Skulle bli så glad om ni seedade. 1:an och 2:an gick finfint, men den tredje..."
,Mr_Stoned_the_bootlegger,2010-07-19T12:14Z,Kultklassiker... stora TACK! 
