User Type,Username,Date,Text
,mailarsson,2004-09-22T16:38Z,tokbra initiativ! 
,elbastardo,2004-09-22T16:45Z,:P
,kaptenN,2004-11-24T15:37Z,"mmjo, låter ju bra!.."
,Cyclopz,2005-02-12T19:00Z,Roligt att se att folk håller på me musik!
,Wheed,2005-02-14T16:52Z,Hur fan får man medhörning när man vill spela in med mic?
,ante_delonge,2005-02-18T23:59Z,Är det här samma som Cool Edit Pro 2? eller ? har hört folk säga att det heter Adobe Audition när jag säger Cool edit pro 2 :P
,ManMachine,2005-02-27T03:45Z,Adobe bought the rights for CoolEdit some time ago and named it Audition. It's the same program.
,TheAbsorbant,2005-03-15T13:16Z,"2.1 was the last version of CEP, it was the same as Adobe Audition 1.0. Consequently, 1.5 is the first real update since CEP 2.1."
,osleik,2005-03-22T11:46Z,"takk, söta bror. -norge"
,dernst,2005-04-02T17:12Z,"ska jag använda detta om jag bara vill klippa och klistra i mp3-filer, eller vet ni nåt annat program? :hannibal:"
,CoachP,2006-08-03T13:43Z,"I have been searching for this for a long time, none of the torrents have worked for me, hope this one will. Please seed. Thanks!"
,henrylee,2007-07-04T08:10Z,THANKS!!!
,Cata2009,2007-07-27T08:21Z,"Why is it is so small,the other adobe audition torent had over 400 mb, andi wanna know if this one works??"
,Zeifty,2008-05-02T20:48Z,nån som vet om den skiten funkar // zeifty
,LadyReapz,2008-12-27T19:23Z,"Hi, ive downloaded it with bit torrent and its downloading fast compared to other torrents dont know if its gonna work yet or if its got any viruses.... also has it got the instructions on how to crack it in dere ?"
