Filename,Size,Unit
/Back.jpg,237.31,K
/CD.jpg,47.5,K
/Front.jpg,37.73,K
/Parazitii - Concentrati in metropole.mp3,4.07,M
/Parazitii - Cu microfonul deschis.mp3,4.46,M
/Parazitii - De ziua ta.mp3,6.52,M
/Parazitii - Din coltul blocului.mp3,5.25,M
/Parazitii - Drogurile schimba tot.mp3,5.12,M
/Parazitii - Dusmaniti-ma toti.mp3,4.79,M
/Parazitii - Fara resentimente.mp3,4.56,M
/Parazitii - Goana dupa iluzii.mp3,5.1,M
/Parazitii - La limita penibilului.mp3,1.27,M
/Parazitii - Mereu la subiect.mp3,4.7,M
/Parazitii - Mesaj pentru Europa.mp3,4.25,M
/Parazitii - Moartea intreaba de tine.mp3,5.52,M
/Parazitii - Needitat.mp3,1.44,M
/Parazitii - Pabibabum.mp3,3.73,M
/Parazitii - Politicianul roman.mp3,2.18,M
/Parazitii - Slalom printre cretini.mp3,4.41,M
/Parazitii - Something to say.mp3,6.22,M
/Parazitii - Total dubios.mp3,4.44,M
/Parazitii - Tu nu contezi.mp3,1.49,M
/Parazitii - Unu pentru toti.mp3,4.21,M
/Parazitii - Vreau sa va doara.mp3,4.4,M
/Slalom printre cretini.jpg,40.58,K
