Filename,Size,Unit
/Windows Vista Ballon.wav,24.79,K
/Windows Vista Battery Critical.wav,378.39,K
/Windows Vista Battery Low.wav,401.79,K
/Windows Vista Critical Stop.wav,464.81,K
/Windows Vista Default.wav,23.96,K
/Windows Vista Ding.wav,231.54,K
/Windows Vista Error.wav,309.54,K
/Windows Vista Exclamation.wav,482.18,K
/Windows Vista Feed Discovered.wav,8.43,K
/Windows Vista Hardware Fail.wav,382.54,K
/Windows Vista Hardware Insert.wav,320.04,K
/Windows Vista Hardware Remove.wav,310.04,K
/Windows Vista Information Bar.wav,19.86,K
/Windows Vista Logoff Sound.wav,175.49,K
/Windows Vista Logoff.wav,639.04,K
/Windows Vista Logon Sound.wav,185.75,K
/Windows Vista Logon.wav,642.04,K
/Windows Vista Minimize.wav,22.05,K
/Windows Vista Notify.wav,525.48,K
/Windows Vista Pop-up Blocked.wav,28.75,K
/Windows Vista Print complete.wav,42.74,K
/Windows Vista Recycle.wav,79.62,K
/Windows Vista Restore.wav,19,K
/Windows Vista Ringin.wav,38.02,K
/Windows Vista Ringout.wav,21.55,K
/Windows Vista Shutdown.wav,909.04,K
/Windows Vista Startup.wav,1.08,M
/nordic-t.uwvs.nfo,3.13,K
