Filename,Size,Unit
/000-va-absolute_music_46-2cd-2004-mip.m3u,1.42,K
/000-va-absolute_music_46-2cd-2004-mip.nfo,14.36,K
/000-va-absolute_music_46-2cd-2004-mip.sfv,1.8,K
/100-va-absolute_music_46-cd1-2004-mip.m3u,805,B
/101-haiducii-_dragosta_din_tei-mip.mp3,4.6,M
/102-raymond_och_maria-_ingen_vill_veta_vart_du_kopt_din_troja-mip.mp3,4.36,M
/103-nic_and_the_family-_hej_monika-mip.mp3,3.3,M
/104-britney_spears-_everytime-mip.mp3,4.43,M
/105-maroon_5-_this_love-mip.mp3,4.9,M
/106-lena_philipsson-_delirium-mip.mp3,5.59,M
/107-alcazar-_this_is_the_world_we_live_in-mip.mp3,4.75,M
/108-da_buzz-_how_could_you_love_me-mip.mp3,4.06,M
/109-shirley_clamp-_evig_langtan-mip.mp3,4.41,M
/110-jimmy_jansson-_som_sommaaren-mip.mp3,3.92,M
/111-ruslana-_wild_dances-mip.mp3,4.51,M
/112-kylie_minogue-_chocolate-mip.mp3,5.3,M
/113-tess-_the_second_you_sleep-mip.mp3,4.78,M
/114-a-teens_-_i_promised_myself-mip.mp3,4.47,M
/115-markoolio-_in_med_bollen-mip.mp3,4.04,M
/116-superboy-_whats_that_girl_doing_with_that_boy-mip.mp3,4.65,M
/117-gunther_and_the_sunshine_girls_-_teeny_weeny_string_bikini-mip.mp3,4.98,M
/118-o-zone_-_dragosta_din_tei-mip.mp3,4.62,M
/200-va-absolute_music_46-cd2-2004-mip.m3u,683,B
/201-teddybears_sthlm_feat._swingfly_-_hey_boy-mip.mp3,4.01,M
/202-infinite_mass-_the_thief-mip.mp3,4.49,M
/203-melody_club-_take_me_away-mip.mp3,3.93,M
/204-snook-_mister_cool-mip.mp3,3.87,M
/205-petter_feat._afc-_repa_skivan-mip.mp3,4.3,M
/206-nina_sky_feat._jabba-_move_ya_body-mip.mp3,5.57,M
/207-kelis-_trick_me-mip.mp3,4.37,M
/208-usher-_burn-mip.mp3,5.58,M
/209-outkast-_roses-mip.mp3,5.78,M
/210-beenie_man_feat._ms_thing-_dude-mip.mp3,4.21,M
/211-aventura-_obession-mip.mp3,4.98,M
/212-jamelia-_thank_you-mip.mp3,4.26,M
/213-natasha_bedingfield-_single-mip.mp3,4.11,M
/214-joss_stone-_super_duper_love-mip.mp3,4.24,M
/215-the_corrs-_summer_sunshine-mip.mp3,3.78,M
/216-brolle_jr.-_watching_the_starts-mip.mp3,4.97,M
/217-3_doors_down-_here_without_you-mip.mp3,5.91,M
/218-ana-_we_are-mip.mp3,5.77,M
