Filename,Size,Unit
/00 - gigi d agostino - per sempre (the hits) - back.jpg,248.05,K
/00 - gigi d agostino - per sempre (the hits) - front.jpg,240.03,K
/01 - summer of energy.mp3,7.81,M
/02 - everybodys changing.mp3,4.72,M
/03 - napoli trip.mp3,6.14,M
/04 - bla bla bla.mp3,5.51,M
/05 - ripassa.mp3,5.65,M
/06 - lamour toujours (ill fly with you).mp3,7.04,M
/07 - la passion.mp3,5.79,M
/08 - silence.mp3,6.34,M
/09 - complex.mp3,7.6,M
/10 - wellfare (i wanna tanz).mp3,5.39,M
/11 - marcetta.mp3,8.76,M
/12 - percorrendo.mp3,6.37,M
/13 - hymn.mp3,5.57,M
/14 - taurus.mp3,8.89,M
/15 - you spin me round (like a record).mp3,7.11,M
/16 - the riddle.mp3,6.59,M
/17 - super (with albertino).mp3,7.38,M
/18 - imagine.mp3,6.61,M
