User Type,Username,Date,Text
,Panodilo,2007-12-16T15:38Z,"I will try to write this in french, but bear with me because I'm hung like a horse with attendant back problems.

J' escargot, le bitsch... Iz diz ze cumplete 757 pacagé or iz de fierst 3 bloques orly? I am curiouze becauz I hev naut bien ablé to fiend ze advanzed zyztams bloque."
,IgorCroatia,2007-12-16T15:42Z,Does it have CS panel?
,Fortkis,2007-12-16T17:46Z,"Thanks, samayot.

Can seed more? Thanks a lot !"
,samayot,2007-12-16T17:51Z,"Panodillo, your master is here :
http://www.fnff.es/
And shut up"
,Fortkis,2007-12-16T18:30Z,"Ah, now having really slow speed 1-3 kb/s, seeding?"
,samayot,2007-12-16T18:56Z,20 kb/s
,Fortkis,2007-12-16T19:40Z,No seeds at the moment
,samayot,2007-12-16T20:36Z,"Alors, il vous plait le torrent, bande de gros nazes !"
,777-200LR,2007-12-18T13:10Z,REQUEST: FSDreamTeam Zurich9 !
,Anatol_Popow,2007-12-18T14:32Z,http://secure.simmarket.com/product_info.php?products_id=1304
,Anatol_Popow,2007-12-18T14:32Z,REQUEST: FSaddon-RU Polikarpov PO-2
,ricko16,2007-12-18T22:16Z,"Thanks 


req Just Flight C-130 Hercules "
,Angerfist_DJ,2007-12-24T21:06Z,"How the f*ck do you install this crap? XD
The readme says: if you get an error, ignore it.
How the hell can i ignore it, when it shuts down the keygen? XD Anyone can explain me please?
Thanks a lot, and i'n still seeding (a)"
,Capt.Jambo,2007-12-25T04:12Z,"Hi all, I just wished this aircraft had FMC, this aircraft is very nice to look at, but that ain't what I'm looking for when simulating a flight, the thing that most interests me is the FMC, I think that block will be available some time in the future, at least I hope so! But then again, THANX VERY MUCH FOR SHARING IT WITH US samayot! 

Merry christmas and a very good 2008"
,Angerfist_DJ,2007-12-25T10:35Z,"Yo Jambo,

I have that FMC right now in the 757, so i think you do something WRONG?"
,Angerfist_DJ,2007-12-25T10:49Z,"Oh yeah, i forgot to ask if it was nice that i upload with 190 KB/s ? :D"
,Angerfist_DJ,2007-12-26T11:36Z,"@samayot

How does it come that the numbers of the heading, altitude, vertical speed, and speed doesn't work after install?

Does it had something to do with the soundpack?"
,Angerfist_DJ,2007-12-26T12:56Z,"I'm the SPAMKING

Okay, ik have a solution...

Intall everything, and at the end, install the 1.4 757-200 base package, and select ''repair''.

Now the AP numbers work again.."
,Capt.Jambo,2007-12-26T14:17Z,"Hi Angerfist_DJ, 

How come?! I think i did every thing exactky as instructed...It is a executable file, how can one mess it up? buy the way, I only installed basepack since I just wanted to test it!

Cheers"
