User Type,Username,Date,Text
,bejjo,2007-05-21T15:35Z,"¤¤¤¤¤¤¤CONTAINING VIRUS! ¤¤¤¤¤¤¤¤¤
~~~~~HTML/PSW.Maha.A trojan~~~~~
I´m using NOD32 2.70.53 and it blocks unziping the files."
,Gu[R]ra,2007-05-21T20:07Z,202 VIRUS FOUND!
,DjNilo,2007-05-22T18:59Z,"Herregud. Så solklart att vissa program speciellt online program eller hackning program innehåller troja.
Jag använder Kaspersky Anti-Virus 6.0 och den hittade Troja och inte VIRUS!
Så idiotisk är jag inte som laddar upp Virus och delar ut det ur min egen dator.
Ni människor klagar så mycket bara för att j*vla Nod32 kunde inte tillåta att du packar upp ett fil det beror inte på att det är ett virus UTAN ''nod32 virus update fillista'' inte känner till någon sådan fil .
Rekomenderar att ni slipper såna skit virus program och laddar ned Kaspersky Anti-Virus  och börja anväda det .
Kaspersky Anti-Virus updaterar sin fillista nästan varje dag så att den vet hur den ska se vad som e virus & inte är .

Gu[R]ra din idiot du har skrivit Troja på alla mina filer jag har laddat upp. Även på Anti virus program herregud MOGNA dej .
"
,Gu[R]ra,2007-05-24T16:34Z,"Jo förfan det har jag VERKLIGEN gjort, typ på 2 av dina torrent, ""MOGNA dej ."""
,Gu[R]ra,2007-05-24T16:39Z,"""Så idiotisk är jag inte som laddar upp Virus och delar ut det ur min egen dator.""

Man kan ju börja undra."
,DjNilo,2007-05-30T19:20Z,"Gu[R]ra  Kolla hur många som har laddat ner skiten ! 123 GÅNGER!

Skaffa ett jävla virus program som är ETT virus program och ingen har sagt åt dej att ladda ner från mej.
Ingen har klagat!
Så lägg ner skiten idiot!"
,Gu[R]ra,2007-06-02T00:37Z,"Ja om man vill ha virusprogram är det ju bara ladda denna torrent ju, själv så har jag ett ANTIVIRUSPROGRAM! "
,Gu[R]ra,2007-06-02T00:38Z,Jag tvivlar på att du har det
,Gabbe163,2007-06-18T20:36Z,Gu[R]ra håll bara käften asså Dj Nilos program e as GRYMMA och dom har 100 % ingen virus idiot!!! Skaffa F-Secure antivirus så funkar allt bra. Och förresten så funkar programmet helt utan fel. IDIOT! Och förresten Dj Nilo Dina Uppladade torrenter e SJUKT BRA!!!
,Crackzter,2007-11-14T13:37Z,"A hacker called DJ Nila ..
come on man xD

H4v pHun H4xx0rz"
,RisenMon5ter,2008-01-13T19:03Z,"kom igen killar sluta ""hacka"" på killen! han ställer up o lägger upp programet och har man antingen en skit dataor som inte pallar det eller inte vet hur man hanterar sin dator utan att få virus då ska man fan inte tanka HELLER!:o...SLÅ SLUTA SLACKA GRABB'S OCH SLÄG UPP ETT BÄTTRE PROGRAM SJÄLV! (MENATATILLgu[r]ra*)"
,RisenMon5ter,2008-01-13T19:05Z,"EN TILL SAK ""GU[R]RA! du har inte tänkt på att nån har hackat sig in i din dator eller lagt i en fake trojan när du hållit på o tanka den??:O...NE JUST DET! PRECIS VAD JAG TÄNKTE JÄVLA FITT NIBB!:O"
,J0-Y,2008-02-13T23:05Z,någon som har microjoiner 1.7
,jokeer,2008-03-14T13:48Z,"WooW säger jag bra gjort att hitta ""virus""
Tror ni själva att NOD och Norton vill att människor ska få tillgång till Hacking program?
"
,b3r6qv1st,2008-03-16T11:52Z,"Plz seed ! Vill ha den här!
Thx DjNilo för att du laddar upp såna här viktiga program :)"
,Gu[R]ra,2008-04-18T18:11Z,"Gabbe163, det var F-Secure jag hade då -.-

Mycket hinner hända på ett halvår, å jag vill nu istället tacka för denna torrent =).. så, förlåt mej DjNilo :P.. och tack för detta :)"
,Gu[R]ra,2008-04-18T18:12Z,"inte ett halvår, nästan helår ^^,"
,villblihacker,2008-04-27T13:33Z,"Seeda!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Ingen har mer än 98.6%!!!
PLZ
Jag kan seeda i två dar till och med i vecka eller en månad!
Bara Pytte lite PLZ!"
