User Type,Username,Date,Text
,Ases,2005-02-28T02:10Z,Men seda för i hel**** 
,tiki,2005-03-12T13:30Z,seeda tnx
,Wyrm,2005-03-24T23:33Z,plz seed
,gaFFelN91,2005-07-07T01:05Z,"Har du eller nån anna inte den riktiga versionen det där e ju bara demo ladda gärna upp den om nån kan. Om den redan finns skicka länk.

/gaFFeln91"
,Mike69,2006-03-14T21:57Z,Tycker det är dåligt med tack här så....tack för uppen!!! Ett suuperprogram!!!!
,flashguru,2006-06-08T19:04Z,Nån som har AB3?
,koppoken,2006-09-30T14:54Z,AB 3 verkar krävas för att kunna använda v7-reglerna för Warhammer...
,Artreus,2006-12-07T19:37Z,"AB 3 isnt reqired to use the 7:e Edition rules.
Use this program and get all the files u need from a user group on the yahoo pages.
They are maintaining the armyfiles and update it regularly.
U just have to import the files manually, cuz the updater is no longer in use. 
I would like to see a crack for the AB3, but i guess its to hard ;)

Ohh... the yahoo group is http://games.groups.yahoo.com/group/anarchistica/"
,Tyko_D,2007-06-28T17:23Z,Men seriöst! Det här är ju fan ba demoversionen... jag som äntligen blivit så glad över att jag hittat den ;(
,goldendk,2007-12-18T11:08Z,"Dudes !. Just use the ABLoad.exe to run the program - you wont be in demo mode (though the screen will tell you, you are)."
,elementswarden,2009-04-13T04:00Z,Thank you.  Runs just like goldendk says.
,BewareOfTom,2012-01-20T00:02Z,hey anyone know where to get v3.3?
