Filename,Size,Unit
/01. Dear John.mp3,7.16,M
/02. King Of The Jailhouse.mp3,12.2,M
/03. Goodbye Caroline.mp3,8.93,M
/04. Going Through The Motions.mp3,6.79,M
/05. I Can't Get My Head Around It.mp3,8.29,M
/06. She Really Wants You.mp3,7.87,M
/07. Video.mp3,8.24,M
/08. Little Bombs.mp3,8.76,M
/09. That's How I Knew This Story Would Break My Heart.mp3,9.89,M
/10. I Can't Help You Anymore.mp3,11.17,M
/11. I Was Thinking I Could Clean Up For Christmas.mp3,10.07,M
/12. Beautiful.mp3,8.71,M
