Filename,Size,Unit
/01 - Dulaman.mp3,5.16,M
/02 - Two Sisters.mp3,4.75,M
/03 - Sinil A Run.mp3,6.63,M
/04 - Nil Sen La.mp3,13.15,M
/05 - Down By The Sally Gardens.mp3,5.46,M
/06 - An Tull.mp3,3.62,M
/07 - N a Buachaili Alainm.mp3,3.39,M
/08 - The Green Fields of Gaoth Dobh.mp3,4.71,M
/09 - Mlorag's Na Horo Gheallaidh.mp3,1.94,M
/10 - Harry's Game (theme from).mp3,2.85,M
/11 - New Grange.mp3,4.66,M
/12 - Robin (the hooded man).mp3,3.23,M
/13 - In A Lifetime.mp3,3.65,M
/14 - Closer To Your Heart.mp3,4.03,M
/15 - Something To Believe In.mp3,5.49,M
/16 - The Hunter.mp3,5.66,M
/17 - I Will Find You.mp3,6.04,M
/18 - A Bridge.mp3,5.14,M
