User Type,Username,Date,Text
,quirkyqwerty,2007-10-28T23:54Z,Ahhhh! Stuck everyone's stuck at 59.1%. Please seed!
,joelbrock,2007-11-13T00:23Z,Yes!  Please do seed this torrent again.  I'm just hanging here at 59.1%.  I'll be yr best friend!
,nuba,2007-11-18T17:08Z,"Please, seed! 
Please!"
,neancil,2007-12-05T01:01Z,"please, seed"
,pee_jay,2008-02-12T06:10Z,"is there anyone out there that can help with a seed, please?"
,boby12,2008-04-03T21:58Z,I'm also stuck a 59.1 %!!! Can anyone seed PLEASE
,ashesashes,2008-04-09T00:43Z,"sorry for the redundancy, but...please seed!"
,TK423,2008-04-10T06:44Z,Can we get some seeds please?
,pikepride2000,2008-04-11T07:40Z,Please seed! Pretty please!
,pikepride2000,2008-04-13T09:12Z,Please re-seed this. I am not terribly far from completing this. :(
,pikepride2000,2008-04-16T08:33Z,"Razrline, can you please re-seed this? :)"
,rob78901,2008-06-10T05:44Z,59.1 % seed pls
,californiafraser,2008-07-24T14:24Z,anyone have the new album yet?  possibility of upping it?  would be fantastic.
,beastofme,2008-08-01T02:17Z,Gah! stuck at 59.1% any seeders out there?
,UncutElmhurst,2008-08-04T03:56Z,go to ISOHunt.com  Found a well seeded torrent there.  Hope this helps.
,UncutElmhurst,2008-08-04T04:21Z,The ISOHunt.com torrent contains the new album also.  Absolutely Brilliant.
,sugarcoatedsunshine,2009-01-03T03:15Z,"can you seed, stuck at like 59%"
,ash2891,2009-11-04T05:46Z,"I also got sick of being stuck at 59.9% with this torrent, so I found all the individual albums I was missing, and made my own torrent:

http://thepiratebay.org/torrent/5146857/Mirah_-_10_Albums__amp__2_EPs___192k_VBR_MP3

Cheers! "
