Filename,Size,Unit
/01 - Tusen och en natt. Andra samlingen.mp3,320.13,K
/02 - Fliktext.mp3,714.13,K
/03 - Innehåll.mp3,2.08,M
/04 - Historien om Ali Baba och de fyrtio rövarna.mp3,35.56,M
/05 - Harun al-Rasjids möten på Bagdads bro.mp3,5.32,M
/06 - Historien om den unge mannen med det vita stoet.mp3,16.72,M
/07 - Historien om ryttaren bakom vilken spelades indiska och kinesiska melodier.mp3,8.52,M
/08 - Historien om den frikostige schejken.mp3,22.1,M
/09 - Den harmynte skollärarens berättelse.mp3,3.44,M
/10 - Berättelsen om den örfilade blinde.mp3,9.08,M
/11 - Historien om prinsessan Suleika.mp3,20.31,M
/12 - Historien om kalifen för en dag.mp3,23.49,M
/13 - Historien om fiskaren och anden.mp3,4.25,M
/14 - Historien om kung Junans vesir och läkaren Rujan.mp3,11.82,M
/15 - Historien om den förtrollade unge mannen och fiskarna.mp3,7.14,M
/16 - Sagan om prinsessan och getabocken.mp3,9.86,M
/17 - Historien om ärthandlarens dotter.mp3,6.45,M
/18 - Skillsmässan som återgick.mp3,3.15,M
/19 - Historien om polismästaren.mp3,2.84,M
/20 - Vem var mest osjälvisk.mp3,4.42,M
/21 - Den pratsjuke barberaren.mp3,5.06,M
/22 - Historien om Fairouz och hans maka.mp3,3.36,M
/23 - Mödomsspegeln.mp3,25.29,M
/24 - Kvinnolist.mp3,6.53,M
/25 - Avannons.mp3,18.13,K
/Tusen och en natt - Del 2.sfv,4.95,K
/Tusen och en natt - Del 2.txt,460,B
/ncc.html,4.55,K
