Filename,Size,Unit
/01 - Zephyr & I.mp3,7.31,M
/02 - Ludlow Street.mp3,7.47,M
/03 - New York Is A Woman.mp3,6.7,M
/04 - Pornoghrapher's Dream.mp3,7.82,M
/05 - Frank & Ava.mp3,6.01,M
/06 - Edith Wharton's Figurine.mp3,5.47,M
/07 - Bound.mp3,10.83,M
/08 - Unbound.mp3,8.23,M
/09 - As You Are Now.mp3,5.39,M
/10 - Angel's Doorway.mp3,6.69,M
/11 - Anniversary.mp3,6.84,M
/album review.txt,1.08,K
/folder.jpg,38.16,K
/playlist.m3u,271,B
/scan art/2.jpg,32.88,K
/scan art/3.jpg,25.05,K
/scan art/4.jpg,39.96,K
/scan art/5.jpg,54.52,K
/scan art/scanimg1.JPG,715.86,K
/scan art/scanimg2.JPG,667.87,K
/scan art/scanimg3.JPG,691.92,K
/scan art/scanimg4.JPG,699.22,K
/scan art/scanimg5.JPG,652.76,K
/scan art/scanimg6.JPG,651.96,K
/scan art/scanimg7.jpg,322.24,K
/scan art/scanimg8.JPG,411.15,K
