Filename,Size,Unit
/Imaginary Direction of Time/01 What is Beauty_.m4a,11.7,M
/Imaginary Direction of Time/02 Sounds Like Desolation.m4a,1.41,M
/Imaginary Direction of Time/03 Theory of Relativity.m4a,11.05,M
/Imaginary Direction of Time/04 Visions of Perfection.m4a,12.24,M
/Imaginary Direction of Time/05 The Fireworks of Genesis.m4a,9.9,M
/Imaginary Direction of Time/06 Under the Stars.m4a,13.02,M
/Imaginary Direction of Time/07 A Moment for Reflection.m4a,13.73,M
/Imaginary Direction of Time/08 Time Without End.m4a,9.65,M
/Imaginary Direction of Time/09 The Final End.m4a,2.72,M
/Imaginary Direction of Time/10 Beyond Fate.m4a,6.61,M
/Imaginary Direction of Time/11 Silence in Despair.m4a,11.39,M
/Imaginary Direction of Time/12 Infinity.m4a,1.55,M
/Reflections of the I/01 Clarity.m4a,5.22,M
/Reflections of the I/02 Realization.m4a,11.32,M
/Reflections of the I/03 Of Divine Nature.m4a,10.67,M
/Reflections of the I/04 Transition.m4a,3.03,M
/Reflections of the I/05 Passion's Quest.m4a,11.19,M
/Reflections of the I/06 Reason's Desire.m4a,12.01,M
/Reflections of the I/07 Premonition.m4a,4.67,M
/Reflections of the I/08 Remnants of Beauty.m4a,13.07,M
/Reflections of the I/09 Existence.m4a,8.82,M
/Reflections of the I/10 Continuance.m4a,7.38,M
/Reflections of the I/11 Predominance.m4a,2.01,M
/of Entity and Mind/01 Inception Perspective.m4a,3.5,M
/of Entity and Mind/02 In All Reflections.m4a,10.08,M
/of Entity and Mind/03 Bloodstained and Sworn.m4a,13.41,M
/of Entity and Mind/04 Mirrored in Time.m4a,11.56,M
/of Entity and Mind/05 An Eternity of Dreams.m4a,11.01,M
