User Type,Username,Date,Text
,bigdog,2004-07-16T08:28Z,Tackar/Thanks/Danke/Merci/Gracias :-)
,j1petras,2004-07-16T11:43Z,One of the best albums ever!!! Thanks a million.
,bugsfan8898,2006-02-28T01:40Z,Stuck at 99.8% PLEASE SEED!
,jasgr,2007-06-03T02:06Z,Reseed Please 99.8%
,JacksonPollocksNo5,2007-10-11T23:42Z,"GAH. Stuck at 99.8% for weeks.

I'll gladly keep seeding for a month if someone can finish me off, oo-er"
,niltor,2007-10-15T19:49Z,can someone please seed this?
,grgaking,2007-10-25T06:35Z,"Seed motherfuckers!!

Then I'll seed for a month"
,MaartenReezigt,2007-10-28T02:19Z,Please seed :(
,JacksonPollocksNo5,2007-11-08T10:06Z,I am that seed but need the remaining bit to complete
,bada-bing,2008-05-08T19:03Z,seed please.17.59 08/05/08
,Coltbear50,2008-06-15T01:11Z,Please seed... thanks!
,Coltbear50,2008-06-16T17:57Z,Stuck on 99.7% for 2 weeks now -PLEASE seed... thanks!
,Coltbear50,2008-06-17T09:54Z,Please be kind and seed so this can be shared with others!  Thanks!  
,jackmanfred,2008-08-04T01:26Z,please could you seed again. and thanks!
,TantA,2009-05-30T02:22Z,"Seems like all (incl me) only get some 99, however it's only two tunes missing:
Corrine, Corrina by Ray Peterson and 
Spanish Harlem by Ben E. King
It's a great up, how - wovin - would we all get this music if not by sharing?
Keep it up!

"
