User Type,Username,Date,Text
[T],Banarne,2006-09-12T23:20Z,"tack som f-n, den här är efterlängtad /Banarne"
[V],flyboy1,2006-09-13T10:12Z,"Hei! Er det denne filmen?

http://www.filmbyen.net/film.php?do=show&id=1186&PHPSESSID=b4d47f25fc6318f6eede9bee969b4694"
,DmenC,2006-09-13T10:17Z,Check the IMBD link above and you can compare the info.
,Peaknik,2006-09-13T11:44Z,TUNG RULLE!
,yz44,2006-09-15T19:43Z,"tack för denna, kanske lite väl brutal för min smak  :-)"
,emalog,2007-02-07T22:07Z,"Hi!
Can someone please seed...  please??"
,gwa84,2007-03-30T23:48Z,can we get some seeders pleas
,TheSpenner,2007-04-04T23:27Z,"It took me about a week for this to download, so Im going to seed it for awhile so some more copies can get out there."
,PHiXiON666,2007-04-11T13:01Z,Is this PAL or NTSC? Thx!
,RaJ___RaJ,2007-05-05T23:48Z,finns den nån liknande film å ladda?..den här filmen är ju grymt bra
,elohah,2007-08-14T20:07Z,"Someone SEED please....

btw looking for something more like this? I would check out 'Pusher' great Danish movie that kinda reminds me a little of Chopper."
,TheSpenner,2008-11-15T06:40Z,It's PAL
,creaTZa,2008-11-22T10:00Z,thnX
,Reptilez1984DK,2010-03-09T18:51Z,Would someone please seed this one ? :-)
