Filename,Size,Unit
/Emanuel Ortega 01 Donde nunca fuimos.mp3,3.91,M
/Emanuel Ortega 02 Me salvara.mp3,3.51,M
/Emanuel Ortega 03 Vulnerable.mp3,3.6,M
/Emanuel Ortega 04 Quiero estar contigo.mp3,3.74,M
/Emanuel Ortega 05 A donde.mp3,3.33,M
/Emanuel Ortega 06 Vamos a soÃ±ar.mp3,2.93,M
/Emanuel Ortega 07 La mujer.mp3,3.12,M
/Emanuel Ortega 08 Alguien como tu.mp3,3.45,M
/Emanuel Ortega 09 Sigue la vida.mp3,3.57,M
/Emanuel Ortega 10 Se fue se va.mp3,3.95,M
/Emanuel Ortega 11 Esta vez gano yo.mp3,3.97,M
/Emanuel Ortega 12 Amnesia.mp3,2.54,M
/Emanuel Ortega 13 Aqui.mp3,3.63,M
/Emanuel Ortega 14 Hoy.mp3,4.15,M
/Emanuel Ortega 15 Cuando me quedo solo.mp3,3.61,M
/Emanuel Ortega 2007 El Camino - Frontal.jpg,7.22,K
/Emanuel Ortega â El Camino (2007)  .txt,501,B
