User Type,Username,Date,Text
,agder,2004-07-04T10:09Z,Tackar :)
,Frazer,2004-07-04T10:14Z,"Inga problem, synd bara att jag har 0.5 upload."
,marmag,2004-07-04T14:58Z,"By Sabio at 2004-07-04 14:28:47 GMT  
Jag får meddelandet ""Fel: Ingen information hittades i filen""


I vilket sammanhang får du det meddelandet??"
,pollen,2004-07-04T16:53Z,Ingen som råkar ha the green mile o lägga upp?? 
,rust,2004-07-04T22:40Z,"Lägg med NFO'n, är det _bara_ DTS ljud på denna?

annars är var det ett bra initiativ :)"
,rust,2004-07-04T22:41Z,English 5.1 då är det ok :)
,Frazer,2004-07-04T22:42Z,Kan lägga till nfo'n nästa gång =). Nu fixade du ju det själv :P.
,Frazer,2004-07-04T22:44Z,Ni kan räkna med fler dvdr's från mig. Synd bara att jag har så sunkig lina...
,rust,2004-07-04T22:45Z,Jag har inte bråttom...mig gör det inget :)
[T],sotis,2004-07-05T04:17Z,"Frazer: Det får ta den tid det tar, tack för denna! :)"
,maoz,2004-07-05T05:27Z,"w0w what a great u/l 
thanks"
,UgloBuglo,2004-07-05T09:16Z,"Härligt!
Bara inledningssekvensen i den här filmen gör det värt att skaffa en DTS-anläggning!
Tack!"
,Pandion,2004-07-05T22:54Z,"nånn som vet hur man mekar ihop en sån här till 1 disc igen?
(för att sen rycka ut DTS och extras, och CCEa ner på 1 disc.. hata skivbyte)"
,marmag,2004-07-06T00:25Z,"Det ska vara 2 skivor, filmen är på en och extramatrialet ligger på den andra:
http://www.discshop.se/LIVE/shop/ds_produkt.php?lang=&id=34125&"
,rust,2004-07-06T18:41Z,"Denne relle är dock inte ""speciall edition"" som du länkade till."
,Pandion,2004-07-06T19:37Z,"@marmag

hmm.. 2 tim 43 min, DD 5.1 + DTS = 4.02 GB untouched *skeptisk*
det känns som filmen är delat på 2 discar, men men..

grym seed anyway!"
,agder,2004-07-07T02:26Z,Men går det segt eller går det segt?! :/
,SchuMaker,2004-07-07T09:06Z,More seeds please!!! :blink:
,Tyson,2004-09-28T14:24Z,"Kan någon berätta hur kvalitén är? På min ""sample"" finns inget ljud, gäller detta i filmen då med? Är filmen uppdelad på två discar eller är filmen på en och extramaterialet på en? Tacksam för någon sorts info om detta! vill gärna vet innan jag bränner. hatar att byta skiv mitt i..."
,wolfmaster,2004-10-01T16:53Z,Den här filmen e såååå BIFFI
,Cordinator,2004-10-09T23:15Z,hur delar man enkelt en DVD film på 2 skivor då?
,pollen,2004-11-03T23:11Z,Tja! Ingen här som kan trolla fram Hamburger Hill med sv text?? :)
,juhazz,2004-12-16T19:33Z,Can someone please rip this to divx or xvid? Thanks
,DomanR,2005-01-13T11:07Z,"Can someone explain me what is on disc 1, and what's on 2nd?
Thank you."
,Max3,2005-01-26T17:55Z,Tackar tackar! Nu ska jag seeda loss!
,Matriks_1111,2005-02-14T18:40Z,Can anyone tell me - this movie has Polish Subs ??
,TizMagic,2005-03-07T23:02Z,"Don't make the same mistake I did and only d/l disk 1 - It takes both disks to see the whole movie. I thought disk 1 was the movie and disk2 the ""extras' - not true..

Great movie

Thanks"
,Abrodd,2005-03-20T19:25Z,Jag vill ha båda skivorna på en dual layer-skiva...går det? isf hur gör man? orkar inte springa och byta skiva!
,ardvald1,2005-05-16T04:56Z,seeders please!
,snorkid,2006-01-10T10:50Z,"Själv så tankar jag nästan aldrig snabbare än vad jag seedar, men någon gång ska det väl ge sig :$"
,Guldfisk06,2006-04-24T19:49Z,Thanks you Frazer bur we really need ppl who seed....
,elibano_13,2006-06-20T10:09Z,SVENSK UUNDERTEXT?? snäla skriv funktioner på denna
