User Type,Username,Date,Text
,EvilSaint,2004-11-23T21:04Z,Tackar så mycket!
,rodnas,2004-11-23T21:18Z,"8) Du är bäst mannen ( BeMyGuest ) är det något jag kan göra för dig bara maila....alltså :-) inom "" ramarna "" heheee peace 8)"
,Play48,2004-11-23T22:09Z,Den här måste jag se :D  Tack !!
,klajk,2004-11-24T11:53Z,hur är kvaliteten då? :P
,the1_one,2004-11-25T23:00Z,kass kvalite på både ljud o bild :(
,Eastgrove,2004-11-28T01:08Z,"Kan någon rekommendera några som rippar filmer, som alla håller håg ljud o bild kvalitet spelar ingen roll om det är subs eller inte. Som man kan leta efter. skicka privat och tack i förväg"
,pheonix69,2004-11-29T01:01Z,Cd 1 and cd2 are the same it's ojly half a movie...
,Honkenlarson,2004-11-29T04:48Z,Sannslöst dålig kvalité. Jag tackar för att den har lagts upp men tyvärr är kvalitén rutten.
,affect,2004-12-09T19:36Z,eastgrove: leta efter Centropy eller Maven releaser om du vill ha kvalitets ts:ar
,atlasrepza,2004-12-14T06:14Z,väntar på swe sub ...
,MaXZooM,2004-12-14T12:05Z,vad kan man vänta sejj av en ny utlagd film som nyss har kommit ut... :)
,byfixar,2004-12-20T15:40Z,Er dere dårlige i engelsk? skjønner ikke hvorfor dere altids trenger svensk tekst på filmene.
,MrErik,2004-12-20T23:19Z,Är det jag som är dum eller hur fan får man igång den här filmen? Är lite Newbee men har aldrig haft problen förut...humm..
,FlyZa,2004-12-22T02:48Z,svensker skjønner jo ingen språk..
,MaXZooM,2004-12-27T15:07Z,stfu :mario:
,soulfighter,2004-12-28T13:18Z,Tss. skjönner en hel del... ;-P men om ljudet inte är helt greit så...
,hallebrand,2004-12-28T19:50Z,seeda
,Smurfen76,2004-12-29T11:41Z,En bra film. Kvaliten sisodär men det duger 
,Bamvolle,2004-12-29T12:22Z,Jag har inget slut :'(
,daZork,2004-12-29T15:26Z,tough break!
,steiven,2004-12-29T21:53Z,"Hur tittar jag på den här?

Det är bara en massa ihoppackade filer..."
,steiven,2004-12-30T02:14Z,"Nej, detta var en dålig fil.
Vart är början på filmen egentligen?
Det här va knäppt"
,Fjonken,2004-12-30T11:47Z,e de nån som har lyckats att bränna ut den här filmen. Ja testade att bränna ut imagen på en cd-skiva med nero men det funkade inte.
,brok3n,2004-12-30T23:08Z,"pröva med t.ex alcohol, nero suger, eller skaffa d-tools och mounta ifall du ska kolla i burken"
,Bluesxreen,2004-12-30T23:52Z,"seriöst.. detta är den enda nya filmen jag faktiskt är glad att jag såg på bio. riktigt bra om enligt mig, roliga skämt lite då och då, och bra action. klart godkänd filmatisering av ""Da Vinci Koden"".... se den på bio!"
,Fjonken,2004-12-31T13:03Z,gött.. ja prövade me alcohol o de FUnka! :P
,TheDon,2005-01-02T12:41Z,more seeds plz people thanks
,Encoder,2005-01-03T18:42Z,No seeds at all :(
