Filename,Size,Unit
/CD1/01 - blackend ident.mp3,8.57,M
/CD1/02 - fuel.mp3,7.06,M
/CD1/03 - the four horsemen.mp3,6.98,M
/CD1/04 - kirk doodle.mp3,2.33,M
/CD1/05 - fade to black.mp3,13.84,M
/CD1/06 - frantic.mp3,9.11,M
/CD1/07 - king nothing.mp3,8.25,M
/CD1/08 - no leaf clover.mp3,7.52,M
/CD1/09 - st._anger.mp3,10.34,M
/CD1/10 - sad but true.mp3,9.17,M
/CD1/11 - creeping death.mp3,10.14,M
/CD1/12 - battery.mp3,8.19,M
/CD2/01 - wherever i may roam.mp3,8.47,M
/CD2/02 - melbourne.mp3,2.95,M
/CD2/03 - nothing else matters.mp3,8.26,M
/CD2/04 - master of puppets.mp3,11.45,M
/CD2/05 - one.mp3,11.67,M
/CD2/06 - enter sandman.mp3,10.4,M
/CD2/07 - dyers eve.mp3,10.04,M
/CD2/08 - seek and destroy.mp3,12.99,M
