User Type,Username,Date,Text
,mjoys,2008-01-23T09:08Z,Thanks. Trailer : http://www.boomtrailers.com/view.php?id=36
,rumand,2008-01-25T22:21Z,Thanks - been waiting for this. How come there is hardly any subs for KLAXXON releases? 
,Emoney1236,2008-02-24T23:59Z,A little Seeding will be appreciated!
,rpersen,2008-03-18T17:10Z,"Be warned, it has got an ugly green stripe at the top which is kind of annoying, and a black stripe covering part of the picture at the bottom."
,rpersen,2008-03-20T01:07Z,"Sorry, the green strip is only annoying when using VLC. When I used WMP it was ok. Thanks klaxxon."
,keiroy,2008-04-26T14:33Z,SEED pls 95%
,patipati,2008-05-31T17:16Z,"someone knows where to find dutch subs for this? 
I usussely donwload klaxxon movies because there are loads of subs for this, but with this movie i cant find any?
please help??"
,finny6,2008-07-07T21:52Z,black letterbox bars are encoded
,justchuckit,2008-07-18T02:25Z,"you guys r all retarded VLC works great with this torrent
MWP only recognizes the audio so i don't know what the fuck u guys r talking about AND THERES ALSO NO GREEN STRIPE"
,terror99,2008-12-27T17:13Z,it woul dbe nice of u if u little bit seed please(A):D
,kristoffer3x,2009-03-28T07:00Z,KLAXXON is fucking fail.. why cant he upload 700 mb movies like anyone else?
,alazkan7,2009-05-05T13:15Z,"Klaxxon, you are the man!!!!!  Alwayz the greatest quality downloads.  Whoever posted that comment about the green bar has no idea what they are talkin about...JUST HATERS!!!!!  Thanks man...."
,MYDAMAYE,2009-05-31T04:31Z,why does every1 on this fucken website always bitch how hard is it 2 type Audio/Video quality thats all we want to know not how good the seeder is or how shit the green lines or bitch about another leecher fucken morons
,USMC4LIFE,2009-06-15T07:53Z,"Thank you, and shalom."
,welshy83,2010-05-21T21:39Z,"KLAXXON, once again perfect upload! 

You have been the source of so many hours of my entertainment, and i cannot thankyou enough!!! 

I will seed untill my account is capped. 

Cheers!"
,leechavla,2010-06-10T04:58Z,"@kristoffer3x,if u dont want quality rips,go 2 some other fucking low quality torrent retard lamer;QUALITY  IS ALWAYS THE SYNONYM OF KALXXON;KALXXON ROCKZZZZ WITH QUALITY RIPS,KEEP IT UP KALXXON"
