Filename,Size,Unit
/01 London Calling.mp3,7.62,M
/02 Brand New Cadillac.mp3,4.89,M
/03 Jimmy Jazz.mp3,8.96,M
/04 Hateful.mp3,6.26,M
/05 Rudie Can't Fail.mp3,7.97,M
/06 Spanish Bombs.mp3,7.58,M
/07 The Right Profile.mp3,8.95,M
/08 Lost in the Supermarket.mp3,8.66,M
/09 Clampdown.mp3,8.73,M
/10 The Guns of Brixton.mp3,7.24,M
/11 Wrong 'Em Boyo.mp3,7.27,M
/12 Death or Glory.mp3,8.96,M
/13 Koka Kola.mp3,4.12,M
/14 The Card Cheat.mp3,8.75,M
/15 Lover's Rock.mp3,9.27,M
/16 Four Horsemen.mp3,6.7,M
/17 I'm Not Down.mp3,7.1,M
/18 Revolution Rock.mp3,12.71,M
/19 Train in Vain.mp3,7.25,M
/AlbumArtSmall.jpg,2.82,K
/AlbumArt_{9ED439BC-B6AB-4FD9-80F8-20439368672A}_Large.jpg,10.41,K
/AlbumArt_{9ED439BC-B6AB-4FD9-80F8-20439368672A}_Small.jpg,2.82,K
/desktop.ini,355,B
/Folder.jpg,10.41,K
/Thumbs.db,8,K
