User Type,Username,Date,Text
,inuyasha-d00d,2006-02-01T02:36Z,so many seeders :D
,inuyasha-d00d,2006-02-01T04:22Z,hèî whèrë åll têh séèdërz gô tö?
,inuyasha-d00d,2006-02-21T14:08Z,total of 100 downloads already^^
,shaanigi,2009-12-24T12:26Z,"I m stuck at 99.9% please have mercy upon us........
Pleaseeeeeeeee seeeeed please please please>>>>"
,X-TrEMe7,2010-01-02T11:07Z,"could someone please seed 
i'm stuck at 99.9%!!"
,cassonberry,2010-03-17T09:44Z,"WHY!? 99.9%?!?! -cries- 
lol"
,linkinpark187,2011-05-20T20:08Z,"whoever's finished this torrent really needs to seed.  i'm sure i'm not the only one that's stuck at 99.9% here, and it's rather annoying.  i appreciate that it's here to download, but i can only appreciate less when i can't finish it."
,Deyrdek,2011-08-23T23:40Z,Thanks works just fine
,oblivion900,2011-09-02T15:23Z,"stuck at 99,9% .....seed please"
,orbasm,2011-09-08T17:03Z,"mainly just wanted this for the soundtrack, thank you so much all, downloaded quickly!!! may just download the rest if it works & if itll go to 100% :) ill seed if i can get all of it."
,samdeesh,2011-10-02T08:17Z,plzz seed stuck at 99.9%!!!
,rakesh921,2012-01-14T07:58Z,Guys here we go I played this game some years back when i was kid wanted to add it in my library and downloaded this bu it was stuck at 99.9% here's how u solve this it's easy.Make a copy of the folder you're getting some where else then go to INSTdata thn >game data>common now u will see this icon named DR.click it if it requires for a kind of .dll file download it from web easily by searching on google. and then u have it
