Filename,Size,Unit
/01 Our Bovine Public.mp3,3.16,M
/02 Girls Like Mystery.mp3,3.93,M
/03 Mens Needs.mp3,4.54,M
/04 Moving Pictures.mp3,4.41,M
/05 Im A Realist.mp3,4.25,M
/06 Majors Titling Victory.mp3,3.86,M
/07 Womens Needs.mp3,6.31,M
/08 Ive Tried Everything.mp3,3.85,M
/09 My Life Flashed Before My Eyes.mp3,4.87,M
/10 Be Safe.mp3,8.12,M
/11 Ancient History.mp3,6.65,M
/12 Shoot The Poets.mp3,4.74,M
/AlbumArt_{3A926D67-CED2-49F2-B806-4199BD2A839E}_Large.jpg,8.29,K
/AlbumArt_{3A926D67-CED2-49F2-B806-4199BD2A839E}_Small.jpg,2.05,K
/AlbumArtSmall.jpg,2.05,K
/Back.jpg,496.12,K
/Disc.jpg,208.25,K
/Folder.jpg,8.29,K
/Front.jpg,320,K
