Filename,Size,Unit
/Ozzy Osbourne - 01- Perry Mason.mp3,13.51,M
/Ozzy Osbourne - 02- I Just Want You.mp3,11.31,M
/Ozzy Osbourne - 03- Ghost Behind My Eyes.mp3,11.9,M
/Ozzy Osbourne - 04- Thunder Underground.mp3,14.88,M
/Ozzy Osbourne - 05- See You on the Other Side.mp3,14.15,M
/Ozzy Osbourne - 06- Tomorrow.mp3,15.15,M
/Ozzy Osbourne - 07- Denial.mp3,11.94,M
/Ozzy Osbourne - 08- My Little Man.mp3,11.16,M
/Ozzy Osbourne - 09- My Jekyll Doesn't Hide.mp3,15.06,M
/Ozzy Osbourne - 10- Old L.A. Tonight.mp3,11.01,M
