User Type,Username,Date,Text
,longlivetheking,2007-04-19T08:06Z,What language is this in?
,Rawk-Hawk,2007-04-20T15:41Z,9 lol i though there was like 5 movies ;D
,downloading king,2007-05-04T17:40Z,there is 9 i got all of the you can down load them from demonoid
,..::nightfire::..,2007-06-18T09:19Z,can u seed this i really need to se it :D please i have got all the other 8 movies
,Slim-T,2007-10-22T20:26Z,#Rawk-Hawk Lol i thought that to but now that im know thers more movies isnt there a pokemon 10 now? but im not shure... :D
,Thaleron,2008-02-01T16:39Z,It's actually 11... ^^
,Thaleron,2008-02-01T16:46Z,Sorry guys my mistake. The 11th has it's release this year. ^^;
,pekelaar39,2009-08-08T15:55Z,"hmm you say sometimes you have black bars... i have every 10 minutes that the video stops, like a TV error and then it continues"
,TheFutureHacker231,2009-12-29T18:25Z,I'm downloading the 12(Arceus And The Jewel Of Life).
,Gate2MasterChief,2010-05-23T03:12Z,PLZZZZZZZZZZZ SEED
