User Type,Username,Date,Text
,MAMMA400,2007-02-11T20:25Z,Hjälp till att sedda då.....
,jultomten413,2007-02-11T21:30Z,jag seddar på fullt ju:S
,hallrup,2007-02-12T08:52Z,seeda
,mariska 13,2007-03-05T11:42Z,thnxs
,Humpla,2007-03-06T16:35Z,Seeda DÅ det går ju inte att få ner sitterfast REDAN ¨på  0 . 5 %
,vampyr-mannen,2007-09-11T20:40Z,TACK för det  :D
,macke351,2007-09-23T00:18Z,SEEDA DA! det gar skit sakta
,macke351,2007-09-23T00:19Z,seeda d[
,Peppe_fbk,2007-12-30T19:17Z,sedda då för fan
,DownloaderDawg,2008-01-31T20:15Z,PLEASE SEED! SNÄLLA SEEDA! THANKS! TACK!
,SWE_Slayer,2008-02-20T13:56Z,seeda vafan! 24/7 plz
,ThaSnypa,2008-07-16T00:37Z,SeedA1!! bara 7 seeds.. laddar ner i 100 kb -.-
,treatman,2008-07-29T00:21Z,"ni som säjer till folk att sedda hur fan ofta gör ni det 

ty för filmen jultomten413"
,__ozzy__,2008-11-16T05:40Z,Vore gö jävligt fint om ni kunna sedda!!!!
,Quick9311,2009-01-30T18:32Z,please please please!!!! seeeeda!
,rgw666,2009-02-03T14:33Z,please seed!!!
,trekman64,2009-03-29T16:37Z,"WARNING!!! This movie has SWEDISH SUBTITLES burned into the movie, and they cannot be turned off! They are also burned into the picture! They appear about 1 inch below the middle of the picture and are extremely annoying all thru the movie. When people stop speaking, the subtitles STAY on the picture for about 10-20 seconds, VERY ANNOYING!!!! These jerks are ruining every motion picture placed on these torrents! MALICIOUS!!!"
,martian_neighbour,2009-05-13T03:53Z,^^trekman!.. thanks for the heads up....
,Padde111,2010-06-06T23:07Z,vad klagar ni på det gick ju fasen på 10 minuter:D
