Filename,Size,Unit
/Al's Place/Al's Place.jpg,3.12,M
/Al's Place/Al's Place.mp3,3.16,M
/Al's Place/Blueberry Hill.mp3,3.11,M
/Al's Place/Im On My Way.mp3,3.12,M
/Al's Place/Keep The Ball Rollin.mp3,3.37,M
/Al's Place/Manhattan Safari.mp3,3.1,M
/Al's Place/Mister Sandman.mp3,2.48,M
/Al's Place/Perky.mp3,2.96,M
/Al's Place/Pick Yourself Up (from the film 'Swing Time').mp3,3.75,M
/Al's Place/Roman Nocturn.mp3,3.57,M
/Al's Place/Theme From 'The Eleventh Hour'.mp3,3.34,M
/Cotton Candy/12th Street Rag.mp3,3.25,M
/Cotton Candy/Big Man.mp3,2.76,M
/Cotton Candy/Cotton Candy.jpg,5.38,M
/Cotton Candy/Cotton Candy.mp3,3.05,M
/Cotton Candy/Django's Castle.mp3,3.13,M
/Cotton Candy/Hello Dolly.mp3,3,M
/Cotton Candy/Last Date.mp3,3.68,M
/Cotton Candy/Melissa.mp3,3.62,M
/Cotton Candy/Moo Moo.mp3,2.75,M
/Cotton Candy/Rumpus.mp3,2.65,M
/Cotton Candy/Too Late.mp3,3.36,M
/Cotton Candy/Walkin With Mr. Lee.mp3,3.37,M
/Cotton Candy/Walkin.mp3,3.16,M
/Hirt Plays Bert/1 Red Roses For A Blue Lady.mp3,3.05,M
/Hirt Plays Bert/10 Danke Schoen.mp3,4.25,M
/Hirt Plays Bert/11 Strangers In The Night .mp3,3.59,M
/Hirt Plays Bert/12 Wonderland By Night.mp3,3.75,M
/Hirt Plays Bert/2 Lady.mp3,2.99,M
/Hirt Plays Bert/3 Spanish Eyes.mp3,3.57,M
/Hirt Plays Bert/4 Afrikaan Beat.mp3,3.39,M
/Hirt Plays Bert/5 Majic Trumpet.mp3,3.88,M
/Hirt Plays Bert/6 Sweet Maria.mp3,4.13,M
/Hirt Plays Bert/7 Bye Bye Blues.mp3,3.57,M
/Hirt Plays Bert/8 The World We Knew (Over And Over).mp3,3.79,M
/Hirt Plays Bert/9 A Swingin' Safari.mp3,3.69,M
/Hirt Plays Bert/Front Cover.jpg,6.81,M
/Hirt Plays Bert/Untitled-2.jpg,2.44,M
/Honey In The Horn/Al Di La.mp3,3.09,M
/Honey In The Horn/Cant Get Started.mp3,3.66,M
/Honey In The Horn/Fly Me To The Moon.mp3,3.62,M
/Honey In The Horn/Honey In The Horn.jpg,6.85,M
/Honey In The Horn/Im Movin On.mp3,3.17,M
/Honey In The Horn/Java.mp3,2.55,M
/Honey In The Horn/Malibu.mp3,3.47,M
/Honey In The Horn/Man With A Horn.mp3,3.86,M
/Honey In The Horn/Night Theme.mp3,2.71,M
/Honey In The Horn/Talkin Bout That River.mp3,2.99,M
/Honey In The Horn/Tansy.mp3,3.14,M
/Honey In The Horn/Theme From A Dream.mp3,3.11,M
/Honey In The Horn/To Be In Love.mp3,3.91,M
/Horn A Plenty/Baby Wont You Please Come Home.mp3,3.41,M
/Horn A Plenty/Do Nothin Till You Hear From Me.mp3,3.77,M
/Horn A Plenty/Easy Street.mp3,3.35,M
/Horn A Plenty/Holiday For Trumpet.mp3,3.09,M
/Horn A Plenty/Horn A Plenty.jpg,6.99,M
/Horn A Plenty/Ill Take Romance.mp3,3.07,M
/Horn A Plenty/Love Makes The World Go Round.mp3,3.58,M
/Horn A Plenty/Margie.mp3,3.59,M
/Horn A Plenty/Memories of You.mp3,3.3,M
/Horn A Plenty/Rumpus.mp3,4.23,M
"/Horn A Plenty/Swing Low,Sweet Chariot.mp3",3.84,M
/Horn A Plenty/That Old Feeling.mp3,2.81,M
/Horn A Plenty/Till There Was You.mp3,3.16,M
/Live At Carnegie Hall/A Little Bit Of Special Effects.mp3,1.56,M
