User Type,Username,Date,Text
,dwarfius,2007-09-13T03:16Z,"Awesome man, thanks!"
,blaffe,2007-09-13T03:18Z,we still need to get past that safety module
,iamanoobihavealife,2007-09-13T03:35Z,"Yeah, but this is still a good step.  This is hacked to activate.  Simply removing pr.dll or replacing it with paul.dll may not bypass activation.  "
,trabi0,2007-09-13T03:58Z,well thats the solution at demonoit.com  ( demonoit with a D / does piratebay not like demonoit ? cant seem to post it with a D :S  ) hope we now get another step closer. :)
,Soduka,2007-09-13T04:08Z,"Activation is cracked, now we need to tell the game we have a CD which may be possible through the registry. I can't think of anything else considering there is no REAL CD, no one has one."
,iamanoobihavealife,2007-09-13T04:19Z,Maybe take a look at the registry from the Bioshock crack and try to change some values.
,Kvante,2007-09-13T07:29Z,"Is this not in a wrong section?

Anyway, if this works - then we only need someone to release there beta 1 key....

Please - someone do that ;o)"
,Kvante,2007-09-13T08:53Z,"Well....

Install with key: 16en-nz2l-3333-z444-5555

Then follow the instructions above. It still needs a valid cd/dvd to play. Anybody worked with a mini-image that works for this game?"
,Kvante,2007-09-13T09:06Z,"....oooh....

Under Vista os it needs to install 
MS hotfix KB940105
- done with no problem..."
,yoyadu16,2007-09-13T10:01Z,news about a possible crack/img ?
,Lord_Braathen,2007-09-13T10:15Z,"I'm happy to gave you the way to find a part of the ultimate crack of crysis beta.

Is it a file taken from another game, or your work?

Congratulations"
,Lord_Braathen,2007-09-13T10:23Z,"Unluckily, the mini image of bioshock doesn't work, but i'm sure, it need a little modification to work!!!"
,carl_n5,2007-09-13T10:47Z,nice! now we only need a mini image :D
,SaSha007,2007-09-13T11:07Z,"hmm, the activation goes perfect with the cracked dll, but then when i change it back to the orriginal. It wants to activate again? Also if i dont set the orriginal back. "
,zahmot,2007-09-13T11:47Z,Same here SaSha007 ;)
,DRAGON-UK-,2007-09-13T11:52Z,"Hi guys just to let you know that some of my guys are working on it but as for the online activation all you need to do is type this in 0000-0000-0000-0000-0000 then click activate and that will activate it but we still need the no-cd image,you dot need to muck about with that .dll file,just the exe anyway i know we always end up back at square 1 but the less mucking about we have to do the better,hope that helps a bit."
