User Type,Username,Date,Text
,svartis,2005-01-03T18:25Z,yaaay! :)
,tobdub,2005-01-03T18:32Z,hur öppnar man dessa filer.
,lowg,2005-01-03T18:45Z,med deamond tools eller alcohol 120% mm.
,MPalle,2005-01-03T23:06Z,vad är aktiveringsnyckeln???
,m_malmqvist,2005-01-03T23:15Z,är detta den version med 3D simuleringar?
,saw_,2005-01-03T23:37Z,ja
,tobdub,2005-01-04T02:02Z,det är ingen ide att lada ner denna utan aktiveringsnyckeln
,yggan,2005-01-04T08:06Z,"Man läser nfo filen

Installation:                                                    
 1. Packa upp, bränn/mounta och installera!

 2. Gå till ""AbsolutOktan"" katalogen på CDn och kör AO-BT2004.REG för att
    importera de nödvändiga registreringsuppgifterna.

 3. Kopiera alla filer och kataloger som finns under ""Cracks"" katalogen
    i ""AbsolutOktan"" till programmets huvudkatalog. Välj att ersätta alla
    existerande filer.
 4. När du startar programmet och skall Logga in så använder du följande
    användarkonton...
    Inloggningsnamn          Lösenord"
,rstael,2005-01-04T12:25Z,"Jag tackar och bockar för denna förnämliga uppladdning.

Men vilket var Loggin ID samt lösen :-)"
,rstael,2005-01-04T12:28Z,"Sorry, Jag läste inte NFO filen INNAN jag skickade det förra meddelandet..."
,tobdub,2005-01-04T13:37Z,"om man bränner spelet, fungerar den lika som att monta, så att den känner av att cd:n är i"
,vinnaren,2005-01-04T14:37Z,"Har tyvärr slarvat bort nfo- filen, så skulle någon vilja tala om vad  Inloggningsnamnet och Lösenordet ska vara??"
,KramforsBo,2005-01-04T18:16Z,"Säkert skoj prog, men vad gör jag när jag försöker packa upp filen i winrar och den frågar efetr filer som inte finns ex: xxx:\Bonniers.Trafikskola.2004.3.SWEDiSH.ISO-ABSOKTaobt2k44.001

alla heter ju aobt2k43.xxx

Tada
"
,m2mm,2005-01-04T23:54Z,samma problem här! hur löser man det? rar aobt2k44.001???
,m2mm,2005-01-04T23:55Z,samma problem här! hur löser man det? rar aobt2k44.001?
,m2mm,2005-01-05T00:17Z,"sorry! det var inte menning att skicka 5 post? ? :(
hmm, det är kanske ngt fel med mysql/php!?!?! "
,elsebasbe,2005-01-05T02:58Z,"Jag har samma problem!
Var är 44:an?"
,m2mm,2005-01-05T13:33Z,"tack @basiltherat :) du är ängel :)
uppdatera winrar! rätt svar :)"
,Teichmann,2005-01-05T21:05Z,"Men va i helvete är detta? 

Jag har lyckats installera hela skiten och ska skriva in inloggningsnamn och lösenord. Inloggningsnamnet är ""Inloggningsnamn"" och lösenordet är ""Lösenord""??? Problemet är ju bara att ""Inloggningsnamn"" är EN (1!!!) bokstav för långt för att få plats. Eller är det jag som är helt blåst??? VAD GÖRA?"
,andiva89,2005-01-05T23:18Z,var får man tag i aktiverinskoden?
,andiva89,2005-01-06T15:05Z,läs info filen där står allt i detalj
,Stig45,2005-01-06T15:29Z,"Ursäkta en nybörjare, men vad gör jag när jag har hö-klickat på ""lägsta"" filen och packat upp för att bara finna en stor fil utan ändelse? Jag trodde jag skulle få en ISO-fil, men icke."
,photix,2005-01-06T22:08Z,"Jag ska helt plötsligt registrera mig när jag startar programmet, har kört reg och lagt in cracket.  Vad är fel?"
,Teichmann,2005-01-06T22:20Z,"Grabbar.... Ta er samman nu och svara på detta. Jag har fått hela skiten att funka men det där jävla användarkontot fattar jag inte ett piss av. Jag kan inte regga något nytt heller. Var hittar jag mitt/mina användarkontouppgifter?

En bärs för den som svarar rätt!"
,Taimaz,2005-01-07T00:24Z,"snälla kan nån säga hur man öppnar filerna ? vilket program behöver man ?

.sfv ???"
,bilar,2005-01-08T12:55Z,"Det går inte att logga in... inloggningsnamn är en bokstav för mycket!
Det är inget skämt va?"
,Chuckberry,2005-01-10T23:05Z,ska man packa upp alla 51 filerna
,elsebasbe,2005-01-11T11:53Z,"När man packar upp filerna använder man winrar. Döp om dom till .rar så går det.
Sen mountar man bara i D-tools och installerar.

Men hur gör man detta:Gå till ""AbsolutOktan"" katalogen på CDn och kör AO-BT2004.REG för att
    importera de nödvändiga registreringsuppgifterna.?"
