User Type,Username,Date,Text
,lyn-ild,2007-09-13T20:15Z,Tager gerne imod tak :)
,volvergren,2008-03-10T16:37Z,"seed please stuck at 56,9%"
,volvergren,2008-03-10T19:53Z,"seed just a litle longer please stuck at 74,3%"
,lyn-ild,2008-04-21T16:03Z,Er i fuld gang med at seed.. har startet min synology op igen.
,volvergren,2008-05-06T12:38Z,"Mange tak, du er en gutterman"
,RatKingCool,2008-09-24T20:35Z,"Jamen du skal da have mange tak!! Er du sød samtidig lige at seede!? 

På forhånd tak :-)"
,zomg623,2008-10-15T23:04Z,kan der ikke komme lidt mere fart på den ene seeder der er?
,maggi9,2008-11-27T22:24Z,nice upload lyn-ild. mange tak ska du ha. :D
,Galeline,2008-12-07T15:42Z,Vær sød at seed . :) 
,Galeline,2008-12-13T15:44Z,"Sidder fast ved 80,2% /: pleesssss seed"
