User Type,Username,Date,Text
,Wipeout_Pulse,2007-12-12T14:19Z,"This is _THE_ Wipeout Pulse torrent to get !!

If you like this torrent - then support it by SEEDING.

Enjoy the game, and please seed back. Thanks.

--
--

While you are downloading, watch this:

http://video.google.com/videoplay?docid=5547481422995115331

--
--"
,treetz,2007-12-13T15:35Z,"Okay this is the release version right, not promo?  I'm at work so I cant d/l yet."
,Wipeout_Pulse,2007-12-13T21:12Z,"Yes, this is the final game."
,pirate230,2007-12-19T17:37Z,what is the file name to put into e.g 77364jhyt
,Syraxius,2007-12-27T09:27Z,"i verify that this is perfect, great work :D"
,Darth_Phaeton,2008-01-02T01:40Z,"Sorry guys
How do I play this on my PSP
(new to PSP)"
,713tex,2008-01-31T09:57Z,"You first have to install custom firmware. 
Here you can find a good way to install the latest CFW on a Fat or Slim.

http://www.psp-hacks.com/forums/viewtopic.php?id=107107"
,713tex,2008-01-31T10:02Z,Is this the NTSC version?
,carrotman123,2008-02-12T22:38Z,No I think it's the European version since it was uploaded in 2007 and the game just came out in North America today
,Snarkyispirate,2008-02-29T11:20Z,"Running on 3.71-m33, getting error code 80010002.

help?"
,FLuXisRad,2008-04-15T05:35Z,This seems suspicious.
,WAS435,2008-04-21T00:23Z,This file works but it is a PLANT.  Do not download!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
,^eRrOR^,2008-11-26T11:00Z,fast download ^_^ and works on v5.00m33-3 CFW with FATMSMOD and the 1.50 kernal addon so should work on slims with same CFW (without the 1.50 kernal addon)
,nllx,2009-03-28T20:40Z,"What do you mean ""plant""?"
,killcycle,2009-03-31T00:58Z,"DO NOT DOWNLOAD
Does not work, it freezes every 5 seconds and the online does not work. 

DO NOT WASTE TIME WITH THIS"
,killcycle,2009-03-31T00:58Z,"Also, what do they mean by plant? I have no idea.."
,rudyaznpride,2009-04-05T19:52Z,"I tried this on CFW 5.00 m33-4

It didn't work.
Is it my psp, or is it just the game file?"
,xwxcrazyloki,2011-02-08T02:48Z,This is the Europe version. No wonder my DL savedata doesnt work ;)
,StupefyDR,2011-04-08T11:54Z,"Hey Dude,
Thanks really. I downloaded this torrent and it worked 100%. Thanks, and the games is awesome too!"
,North Nitro,2011-08-17T22:04Z,Did not work with 5.50 GEN-3D. Freezes after creating your profile name and tag.
,enochatron,2012-05-26T06:11Z,Thanks for the Torrent Ill be sure to seed
,Pilolololololololol,2012-07-16T17:04Z,thx
,Pilolololololololol,2012-07-16T17:05Z,If freezes use UMDGen 4.0 to turn it into an .iso file.
