Filename,Size,Unit
/01 - luminous times (hold on to love).mp3,4.22,M
/02 - walk to the water.mp3,4.44,M
/03 - spanish eyes.mp3,3.02,M
/04 - deep in the heart.mp3,4.16,M
/05 - silver and gold.mp3,4.26,M
/06 - sweetest thing.mp3,2.84,M
/07 - race against time.mp3,3.73,M
/08 - where the streets have no name (single edit).mp3,4.45,M
/09 - silver and gold (sun city).mp3,4.34,M
/10 - beautiful ghost-introduction to songs of experience.mp3,3.63,M
/11 - wave of sorrow (birdland).mp3,3.78,M
/12 - desert of our love.mp3,4.59,M
/13 - rise up.mp3,3.81,M
/14 - drunk chicken-america.mp3,1.42,M
